2025-08-20 18:59:59|CHECK||cam1|Unknown|0
2025-08-20 18:59:59|CHECK||cam2|Unknown|0
2025-08-20 18:59:59|CHECK||cam3|Unknown|0
2025-08-20 18:59:59|CHECK||cam4|Unknown|0
2025-08-20 18:59:59|CHECK||cam5|Unknown|0
2025-08-20 18:59:59|CHECK||cam1|Unknown|0
2025-08-20 18:59:59|CHECK||cam2|Unknown|0
2025-08-20 18:59:59|CHECK||cam3|Unknown|0
2025-08-20 18:59:59|CHECK||cam4|Unknown|0
2025-08-20 18:59:59|CHECK||cam5|Unknown|0
2025-08-20 19:00:32|CHECK||cam1|Unknown|0
2025-08-20 19:00:32|CHECK||cam2|Unknown|0
2025-08-20 19:00:32|CHECK||cam3|Unknown|0
2025-08-20 19:00:32|CHECK||cam4|Unknown|0
2025-08-20 19:00:32|CHECK||cam5|Unknown|0
2025-08-20 19:00:36|CHECK||cam1|Unknown|0
2025-08-20 19:00:36|CHECK||cam2|Unknown|0
2025-08-20 19:00:36|CHECK||cam3|Unknown|0
2025-08-20 19:00:36|CHECK||cam4|Unknown|0
2025-08-20 19:00:36|CHECK||cam5|Unknown|0
2025-08-20 19:00:37|CHECK||cam1|Unknown|0
2025-08-20 19:00:37|CHECK||cam2|Unknown|0
2025-08-20 19:00:37|CHECK||cam3|Unknown|0
2025-08-20 19:00:37|CHECK||cam4|Unknown|0
2025-08-20 19:00:37|CHECK||cam5|Unknown|0
2025-08-20 19:00:38|CHECK||cam1|Unknown|0
2025-08-20 19:00:38|CHECK||cam2|Unknown|0
2025-08-20 19:00:38|CHECK||cam3|Unknown|0
2025-08-20 19:00:38|CHECK||cam4|Unknown|0
2025-08-20 19:00:38|CHECK||cam5|Unknown|0
2025-08-20 20:21:18|CHECK||cam1|Unknown|0
2025-08-20 20:21:18|CHECK||cam2|Unknown|0
2025-08-20 20:21:18|CHECK||cam3|Unknown|0
2025-08-20 20:21:18|CHECK||cam4|Unknown|0
2025-08-20 20:21:19|CHECK||cam5|Unknown|0
2025-08-20 20:21:19|CHECK||cam1|Unknown|0
2025-08-20 20:21:19|CHECK||cam2|Unknown|0
2025-08-20 20:21:19|CHECK||cam3|Unknown|0
2025-08-20 20:21:19|CHECK||cam4|Unknown|0
2025-08-20 20:21:19|CHECK||cam5|Unknown|0
2025-08-20 20:21:20|CHECK||cam1|Unknown|0
2025-08-20 20:21:20|CHECK||cam2|Unknown|0
2025-08-20 20:21:20|CHECK||cam3|Unknown|0
2025-08-20 20:21:20|CHECK||cam4|Unknown|0
2025-08-20 20:21:20|CHECK||cam5|Unknown|0
2025-08-20 22:12:18|CHECK||cam1|Unknown|3
2025-08-20 22:12:18|CHECK||cam2|Unknown|3
2025-08-20 22:12:18|CHECK||cam3|Unknown|0
2025-08-20 22:12:18|CHECK||cam4|Unknown|0
2025-08-20 22:12:18|CHECK||cam5|Unknown|0
2025-08-20 22:12:19|CHECK||cam1|Unknown|0
2025-08-20 22:12:19|CHECK||cam2|Unknown|0
2025-08-20 22:12:19|CHECK||cam3|Unknown|0
2025-08-20 22:12:19|CHECK||cam4|Unknown|0
2025-08-20 22:12:19|CHECK||cam5|Unknown|0
2025-08-20 22:12:19|CHECK||cam1|Unknown|0
2025-08-20 22:12:20|CHECK||cam2|Unknown|0
2025-08-20 22:12:20|CHECK||cam3|Unknown|0
2025-08-20 22:12:20|CHECK||cam4|Unknown|0
2025-08-20 22:12:20|CHECK||cam5|Unknown|0
2025-08-20 22:12:20|CHECK||cam1|Unknown|0
2025-08-20 22:12:20|CHECK||cam2|Unknown|0
2025-08-20 22:12:20|CHECK||cam3|Unknown|0
2025-08-20 22:12:20|CHECK||cam4|Unknown|0
2025-08-20 22:12:20|CHECK||cam5|Unknown|0
2025-08-20 22:12:21|CHECK||cam1|Unknown|0
2025-08-20 22:12:21|CHECK||cam2|Unknown|0
2025-08-20 22:12:21|CHECK||cam3|Unknown|0
2025-08-20 22:12:21|CHECK||cam4|Unknown|0
2025-08-20 22:12:21|CHECK||cam5|Unknown|0
2025-08-20 22:12:22|CHECK||cam1|Unknown|3
2025-08-20 22:12:22|CHECK||cam2|Unknown|3
2025-08-20 22:12:22|CHECK||cam3|Unknown|0
2025-08-20 22:12:22|CHECK||cam4|Unknown|0
2025-08-20 22:12:22|CHECK||cam5|Unknown|0
2025-08-20 22:12:22|CHECK||cam1|Unknown|0
2025-08-20 22:12:23|CHECK||cam2|Unknown|0
2025-08-20 22:12:23|CHECK||cam3|Unknown|0
2025-08-20 22:12:23|CHECK||cam4|Unknown|0
2025-08-20 22:12:23|CHECK||cam5|Unknown|0
2025-08-20 22:12:23|CHECK||cam1|Unknown|0
2025-08-20 22:12:23|CHECK||cam2|Unknown|0
2025-08-20 22:12:23|CHECK||cam3|Unknown|0
2025-08-20 22:12:23|CHECK||cam4|Unknown|3
2025-08-20 22:12:23|CHECK||cam5|Unknown|0
2025-08-20 22:12:24|CHECK||cam1|Unknown|3
2025-08-20 22:12:24|CHECK||cam2|Unknown|3
2025-08-20 22:12:24|CHECK||cam3|Unknown|0
2025-08-20 22:12:24|CHECK||cam4|Unknown|3
2025-08-20 22:12:24|CHECK||cam5|Unknown|0
2025-08-20 22:12:25|CHECK||cam1|Unknown|3
2025-08-20 22:12:25|CHECK||cam2|Unknown|3
2025-08-20 22:12:25|CHECK||cam3|Unknown|0
2025-08-20 22:12:25|CHECK||cam4|Unknown|3
2025-08-20 22:12:25|CHECK||cam5|Unknown|0
2025-08-20 22:12:25|CHECK||cam1|Unknown|3
2025-08-20 22:12:26|CHECK||cam2|Unknown|3
2025-08-20 22:12:26|CHECK||cam3|Unknown|0
2025-08-20 22:12:26|CHECK||cam4|Unknown|3
2025-08-20 22:12:26|CHECK||cam5|Unknown|0
2025-08-20 22:12:26|CHECK||cam1|Unknown|3
2025-08-20 22:12:26|CHECK||cam2|Unknown|3
2025-08-20 22:12:26|CHECK||cam3|Unknown|0
2025-08-20 22:12:26|CHECK||cam4|Unknown|0
2025-08-20 22:12:26|CHECK||cam5|Unknown|3
2025-08-20 22:12:27|CHECK||cam1|Unknown|3
2025-08-20 22:12:27|CHECK||cam2|Unknown|3
2025-08-20 22:12:27|CHECK||cam3|Unknown|0
2025-08-20 22:12:27|CHECK||cam4|Unknown|3
2025-08-20 22:12:27|CHECK||cam5|Unknown|0
2025-08-20 22:12:28|CHECK||cam1|Unknown|3
2025-08-20 22:12:28|CHECK||cam2|Unknown|3
2025-08-20 22:12:28|CHECK||cam3|Unknown|0
2025-08-20 22:12:28|CHECK||cam4|Unknown|3
2025-08-20 22:12:28|CHECK||cam5|Unknown|0
2025-08-20 22:12:28|CHECK||cam1|Unknown|3
2025-08-20 22:12:29|CHECK||cam2|Unknown|3
2025-08-20 22:12:29|CHECK||cam3|Unknown|0
2025-08-20 22:12:29|CHECK||cam4|Unknown|3
2025-08-20 22:12:29|CHECK||cam5|Unknown|0
2025-08-20 22:12:29|CHECK||cam1|Unknown|3
2025-08-20 22:12:29|CHECK||cam2|Unknown|3
2025-08-20 22:12:29|CHECK||cam3|Unknown|0
2025-08-20 22:12:29|CHECK||cam4|Unknown|0
2025-08-20 22:12:29|CHECK||cam5|Unknown|0
2025-08-20 22:12:30|CHECK||cam1|Unknown|0
2025-08-20 22:12:30|CHECK||cam2|Unknown|0
2025-08-20 22:12:30|CHECK||cam3|Unknown|0
2025-08-20 22:12:30|CHECK||cam4|Unknown|0
2025-08-20 22:12:30|CHECK||cam5|Unknown|0
2025-08-20 22:12:31|CHECK||cam1|Unknown|0
2025-08-20 22:12:31|CHECK||cam2|Unknown|0
2025-08-20 22:12:31|CHECK||cam3|Unknown|0
2025-08-20 22:12:31|CHECK||cam4|Unknown|0
2025-08-20 22:12:31|CHECK||cam5|Unknown|0
2025-08-20 22:12:32|CHECK||cam1|Unknown|0
2025-08-20 22:12:32|CHECK||cam2|Unknown|0
2025-08-20 22:12:32|CHECK||cam3|Unknown|3
2025-08-20 22:12:32|CHECK||cam4|Unknown|0
2025-08-20 22:12:32|CHECK||cam5|Unknown|0
2025-08-20 22:12:32|CHECK||cam1|Unknown|0
2025-08-20 22:12:32|CHECK||cam2|Unknown|0
2025-08-20 22:12:32|CHECK||cam3|Unknown|0
2025-08-20 22:12:32|CHECK||cam4|Unknown|0
2025-08-20 22:12:32|CHECK||cam5|Unknown|0
2025-08-20 22:12:33|CHECK||cam1|Unknown|0
2025-08-20 22:12:33|CHECK||cam2|Unknown|0
2025-08-20 22:12:33|CHECK||cam3|Unknown|0
2025-08-20 22:12:33|CHECK||cam4|Unknown|0
2025-08-20 22:12:33|CHECK||cam5|Unknown|0
2025-08-20 22:12:34|CHECK||cam1|Unknown|0
2025-08-20 22:12:34|CHECK||cam2|Unknown|0
2025-08-20 22:12:34|CHECK||cam3|Unknown|0
2025-08-20 22:12:34|CHECK||cam4|Unknown|0
2025-08-20 22:12:34|CHECK||cam5|Unknown|0
2025-08-20 22:12:34|CHECK||cam1|Unknown|0
2025-08-20 22:12:35|CHECK||cam2|Unknown|0
2025-08-20 22:12:35|CHECK||cam3|Unknown|0
2025-08-20 22:12:35|CHECK||cam4|Unknown|0
2025-08-20 22:12:35|CHECK||cam5|Unknown|0
2025-08-20 22:12:35|CHECK||cam1|Unknown|0
2025-08-20 22:12:35|CHECK||cam2|Unknown|0
2025-08-20 22:12:35|CHECK||cam3|Unknown|0
2025-08-20 22:12:35|CHECK||cam4|Unknown|0
2025-08-20 22:12:35|CHECK||cam5|Unknown|0
2025-08-20 22:12:36|CHECK||cam1|Unknown|0
2025-08-20 22:12:36|CHECK||cam2|Unknown|0
2025-08-20 22:12:36|CHECK||cam3|Unknown|0
2025-08-20 22:12:36|CHECK||cam4|Unknown|0
2025-08-20 22:12:36|CHECK||cam5|Unknown|0
2025-08-20 22:12:37|CHECK||cam1|Unknown|0
2025-08-20 22:12:37|CHECK||cam2|Unknown|0
2025-08-20 22:12:37|CHECK||cam3|Unknown|0
2025-08-20 22:12:37|CHECK||cam4|Unknown|0
2025-08-20 22:12:37|CHECK||cam5|Unknown|0
2025-08-20 22:12:37|CHECK||cam1|Unknown|0
2025-08-20 22:12:38|CHECK||cam2|Unknown|0
2025-08-20 22:12:38|CHECK||cam3|Unknown|0
2025-08-20 22:12:38|CHECK||cam4|Unknown|0
2025-08-20 22:12:38|CHECK||cam5|Unknown|0
2025-08-20 22:12:38|CHECK||cam1|Unknown|0
2025-08-20 22:12:38|CHECK||cam2|Unknown|0
2025-08-20 22:12:38|CHECK||cam3|Unknown|0
2025-08-20 22:12:38|CHECK||cam4|Unknown|0
2025-08-20 22:12:38|CHECK||cam5|Unknown|0
2025-08-20 22:12:39|CHECK||cam1|Unknown|0
2025-08-20 22:12:39|CHECK||cam2|Unknown|0
2025-08-20 22:12:39|CHECK||cam3|Unknown|0
2025-08-20 22:12:39|CHECK||cam4|Unknown|0
2025-08-20 22:12:39|CHECK||cam5|Unknown|0
2025-08-20 22:12:40|CHECK||cam1|Unknown|0
2025-08-20 22:12:40|CHECK||cam2|Unknown|0
2025-08-20 22:12:40|CHECK||cam3|Unknown|0
2025-08-20 22:12:40|CHECK||cam4|Unknown|0
2025-08-20 22:12:40|CHECK||cam5|Unknown|0
2025-08-20 22:12:40|CHECK||cam1|Unknown|0
2025-08-20 22:12:41|CHECK||cam2|Unknown|0
2025-08-20 22:12:41|CHECK||cam3|Unknown|0
2025-08-20 22:12:41|CHECK||cam4|Unknown|0
2025-08-20 22:12:41|CHECK||cam5|Unknown|0
2025-08-20 22:12:41|CHECK||cam1|Unknown|0
2025-08-20 22:12:41|CHECK||cam2|Unknown|0
2025-08-20 22:12:41|CHECK||cam3|Unknown|0
2025-08-20 22:12:41|CHECK||cam4|Unknown|0
2025-08-20 22:12:41|CHECK||cam5|Unknown|0
2025-08-20 22:12:42|CHECK||cam1|Unknown|0
2025-08-20 22:12:42|CHECK||cam2|Unknown|0
2025-08-20 22:12:42|CHECK||cam3|Unknown|0
2025-08-20 22:12:42|CHECK||cam4|Unknown|0
2025-08-20 22:12:42|CHECK||cam5|Unknown|0
2025-08-20 22:12:43|CHECK||cam1|Unknown|0
2025-08-20 22:12:43|CHECK||cam2|Unknown|0
2025-08-20 22:12:43|CHECK||cam3|Unknown|0
2025-08-20 22:12:43|CHECK||cam4|Unknown|0
2025-08-20 22:12:43|CHECK||cam5|Unknown|0
2025-08-20 22:12:43|CHECK||cam1|Unknown|0
2025-08-20 22:12:44|CHECK||cam2|Unknown|0
2025-08-20 22:12:44|CHECK||cam3|Unknown|0
2025-08-20 22:12:44|CHECK||cam4|Unknown|0
2025-08-20 22:12:44|CHECK||cam5|Unknown|0
2025-08-20 22:12:44|CHECK||cam1|Unknown|0
2025-08-20 22:12:44|CHECK||cam2|Unknown|0
2025-08-20 22:12:44|CHECK||cam3|Unknown|0
2025-08-20 22:12:44|CHECK||cam4|Unknown|0
2025-08-20 22:12:44|CHECK||cam5|Unknown|0
2025-08-20 22:12:45|CHECK||cam1|Unknown|0
2025-08-20 22:12:45|CHECK||cam2|Unknown|0
2025-08-20 22:12:45|CHECK||cam3|Unknown|0
2025-08-20 22:12:45|CHECK||cam4|Unknown|0
2025-08-20 22:12:45|CHECK||cam5|Unknown|0
2025-08-20 22:12:46|CHECK||cam1|Unknown|0
2025-08-20 22:12:46|CHECK||cam2|Unknown|0
2025-08-20 22:12:46|CHECK||cam3|Unknown|0
2025-08-20 22:12:46|CHECK||cam4|Unknown|0
2025-08-20 22:12:46|CHECK||cam5|Unknown|0
2025-08-20 22:12:46|CHECK||cam1|Unknown|0
2025-08-20 22:12:47|CHECK||cam2|Unknown|0
2025-08-20 22:12:47|CHECK||cam3|Unknown|0
2025-08-20 22:12:47|CHECK||cam4|Unknown|0
2025-08-20 22:12:47|CHECK||cam5|Unknown|0
2025-08-20 22:12:47|CHECK||cam1|Unknown|0
2025-08-20 22:12:47|CHECK||cam2|Unknown|0
2025-08-20 22:12:47|CHECK||cam3|Unknown|0
2025-08-20 22:12:47|CHECK||cam4|Unknown|0
2025-08-20 22:12:47|CHECK||cam5|Unknown|0
2025-08-20 22:12:48|CHECK||cam1|Unknown|0
2025-08-20 22:12:48|CHECK||cam2|Unknown|0
2025-08-20 22:12:48|CHECK||cam3|Unknown|0
2025-08-20 22:12:48|CHECK||cam4|Unknown|0
2025-08-20 22:12:48|CHECK||cam5|Unknown|0
2025-08-20 22:12:49|CHECK||cam1|Unknown|0
2025-08-20 22:12:49|CHECK||cam2|Unknown|0
2025-08-20 22:12:49|CHECK||cam3|Unknown|0
2025-08-20 22:12:49|CHECK||cam4|Unknown|0
2025-08-20 22:12:49|CHECK||cam5|Unknown|0
2025-08-20 22:12:49|CHECK||cam1|Unknown|0
2025-08-20 22:12:50|CHECK||cam2|Unknown|0
2025-08-20 22:12:50|CHECK||cam3|Unknown|0
2025-08-20 22:12:50|CHECK||cam4|Unknown|0
2025-08-20 22:12:50|CHECK||cam5|Unknown|0
2025-08-20 22:12:50|CHECK||cam1|Unknown|0
2025-08-20 22:12:50|CHECK||cam2|Unknown|0
2025-08-20 22:12:50|CHECK||cam3|Unknown|0
2025-08-20 22:12:50|CHECK||cam4|Unknown|0
2025-08-20 22:12:50|CHECK||cam5|Unknown|0
2025-08-20 22:12:51|CHECK||cam1|Unknown|0
2025-08-20 22:12:51|CHECK||cam2|Unknown|0
2025-08-20 22:12:51|CHECK||cam3|Unknown|0
2025-08-20 22:12:51|CHECK||cam4|Unknown|0
2025-08-20 22:12:51|CHECK||cam5|Unknown|0
2025-08-20 22:12:52|CHECK||cam1|Unknown|0
2025-08-20 22:12:52|CHECK||cam2|Unknown|0
2025-08-20 22:12:52|CHECK||cam3|Unknown|0
2025-08-20 22:12:52|CHECK||cam4|Unknown|0
2025-08-20 22:12:52|CHECK||cam5|Unknown|0
2025-08-20 22:12:52|CHECK||cam1|Unknown|0
2025-08-20 22:12:53|CHECK||cam2|Unknown|0
2025-08-20 22:12:53|CHECK||cam3|Unknown|0
2025-08-20 22:12:53|CHECK||cam4|Unknown|0
2025-08-20 22:12:53|CHECK||cam5|Unknown|0
2025-08-20 22:12:53|CHECK||cam1|Unknown|0
2025-08-20 22:12:53|CHECK||cam2|Unknown|0
2025-08-20 22:12:53|CHECK||cam3|Unknown|0
2025-08-20 22:12:53|CHECK||cam4|Unknown|0
2025-08-20 22:12:53|CHECK||cam5|Unknown|0
2025-08-20 22:12:54|CHECK||cam1|Unknown|0
2025-08-20 22:12:54|CHECK||cam2|Unknown|0
2025-08-20 22:12:54|CHECK||cam3|Unknown|0
2025-08-20 22:12:54|CHECK||cam4|Unknown|0
2025-08-20 22:12:54|CHECK||cam5|Unknown|0
2025-08-20 22:12:55|CHECK||cam1|Unknown|0
2025-08-20 22:12:55|CHECK||cam2|Unknown|0
2025-08-20 22:12:55|CHECK||cam3|Unknown|0
2025-08-20 22:12:55|CHECK||cam4|Unknown|0
2025-08-20 22:12:55|CHECK||cam5|Unknown|0
2025-08-20 22:12:55|CHECK||cam1|Unknown|0
2025-08-20 22:12:56|CHECK||cam2|Unknown|0
2025-08-20 22:12:56|CHECK||cam3|Unknown|0
2025-08-20 22:12:56|CHECK||cam4|Unknown|0
2025-08-20 22:12:56|CHECK||cam5|Unknown|0
2025-08-20 22:12:56|CHECK||cam1|Unknown|0
2025-08-20 22:12:56|CHECK||cam2|Unknown|0
2025-08-20 22:12:56|CHECK||cam3|Unknown|0
2025-08-20 22:12:56|CHECK||cam4|Unknown|0
2025-08-20 22:12:56|CHECK||cam5|Unknown|0
2025-08-20 22:12:57|CHECK||cam1|Unknown|0
2025-08-20 22:12:57|CHECK||cam2|Unknown|0
2025-08-20 22:12:57|CHECK||cam3|Unknown|0
2025-08-20 22:12:57|CHECK||cam4|Unknown|0
2025-08-20 22:12:57|CHECK||cam5|Unknown|0
2025-08-20 22:12:58|CHECK||cam1|Unknown|0
2025-08-20 22:12:58|CHECK||cam2|Unknown|0
2025-08-20 22:12:58|CHECK||cam3|Unknown|0
2025-08-20 22:12:58|CHECK||cam4|Unknown|0
2025-08-20 22:12:58|CHECK||cam5|Unknown|0
2025-08-20 22:12:58|CHECK||cam1|Unknown|0
2025-08-20 22:12:59|CHECK||cam2|Unknown|0
2025-08-20 22:12:59|CHECK||cam3|Unknown|0
2025-08-20 22:12:59|CHECK||cam4|Unknown|0
2025-08-20 22:12:59|CHECK||cam5|Unknown|0
2025-08-20 22:12:59|CHECK||cam1|Unknown|0
2025-08-20 22:12:59|CHECK||cam2|Unknown|0
2025-08-20 22:12:59|CHECK||cam3|Unknown|0
2025-08-20 22:12:59|CHECK||cam4|Unknown|0
